NYSE Stock Exchange
"Wednesday, August 20, 2014 5:32 PM"

Name,Symbol,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg
Sysco,SYY,37.58,37.73,37.35,37.57,-0.10,-0.27,"2,003,544",43.40,31.13,1.16,3.09,23.63,4.07
Systemax,SYX,14.62,14.78,14.25,14.35,-0.33,-2.25,"11,406",18.86,8.95,...,...,...,27.56
Tableau Software,DATA,61.65,61.95,60.83,61.38,-0.38,-0.62,"637,387",102.37,52.02,...,...,1023.00,-10.95
Tahoe Resources,TAHO,25.96,26.63,25.92,26.36,0.33,1.27,"89,152",27.55,15.63,...,...,109.83,58.41
Taiwan Semiconductor Manufacturing ADS,TSM,20.74,20.90,20.72,20.84,0.10,0.48,"9,547,294",23.07,15.70,0.50,2.40,15.84,19.50
TAL Education Group ADS,XRS,33.76,34.64,33.73,34.57,0.55,1.62,"716,040",34.64,11.70,...,...,107.23,57.21
TAL International Group,TAL,44.93,45.12,44.55,44.69,-0.28,-0.62,"333,887",57.82,40.35,2.88,6.44,11.79,-22.07
Talisman Energy,TLM,10.49,10.55,10.41,10.45,-0.04,-0.38,"2,572,736",13.38,9.63,0.27,2.58,...,-10.30
Tallgrass Energy Partners,TEP,41.40,41.80,41.23,41.71,0.38,0.92,"164,537",43.50,22.06,1.52,3.64,34.76,60.42
Taminco,TAM,22.75,23.03,22.66,22.83,-0.10,-0.44,"108,901",23.72,16.29,...,...,69.18,12.96
Tanger Factory Outlet Centers,SKT,34.80,34.96,34.64,34.81,-0.09,-0.26,"530,072",36.77,30.20,0.96,2.76,30.54,8.71
Taomee Holdings ADS,TAOM,4.90,4.90,4.80,4.80,-0.11,-2.24,"1,954",8.90,4.30,...,...,35.06,-4.95
Targa Resources,TRGP,138.78,138.81,137.28,138.13,-0.49,-0.35,"135,124",160.97,66.25,2.76,2.00,69.76,56.66
Targa Resources Partners,NGLS,71.05,71.98,70.83,71.75,0.47,0.66,"293,350",83.49,47.57,3.12,4.35,29.53,37.19
Target,TGT,58.50,60.79,58.25,60.33,1.08,1.82,"12,797,222",67.25,54.66,2.08,3.45,20.24,-4.65
Taro Pharmaceutical Industries,TARO,152.43,153.45,149.83,152.01,-0.34,-0.22,"63,271",158.25,64.19,...,...,19.22,53.70
Tata Motors ADS,TTM,45.83,47.00,45.81,46.75,0.70,1.52,"1,303,639",47.00,21.75,...,...,10.46,51.79
Taubman Centers,TCO,75.65,76.49,75.28,76.33,0.45,0.59,"285,821",77.40,61.43,2.16,2.83,...,19.41
Taylor Morrison Home,TMHC,20.35,20.56,20.08,20.45,-0.06,-0.29,"249,123",26.37,17.28,...,...,10.22,-8.91
TCF Financial,TCB,15.57,15.70,15.54,15.63,-0.01,-0.06,"563,560",17.39,13.69,0.20,1.28,15.48,-3.82
TCP International Holdings,TCPI,6.95,6.95,6.54,6.81,0.11,1.64,"25,657",11.40,6.20,...,...,51.20,-34.71
TC PipeLines,TCP,55.70,56.58,55.56,56.27,0.53,0.95,"193,582",56.58,43.06,3.36,5.97,20.92,16.19
TD Ameritrade Holding,AMTD,32.06,32.74,32.05,32.60,0.46,1.43,"2,202,390",35.82,25.19,0.48,1.47,23.29,6.40
Team,TISI,40.02,40.02,39.25,39.51,-0.84,-2.08,"33,198",48.09,32.33,...,...,27.06,-6.68
Team Health Holding,TMH,56.86,57.17,56.42,56.53,-0.56,-0.98,"276,563",57.80,36.41,...,...,37.69,24.11
Teck Resources Cl B,TCK,22.90,23.30,22.77,23.26,0.41,1.79,"1,295,517",30.02,19.99,0.82,3.52,21.92,-10.57
Teco Energy,TE,17.66,17.78,17.59,17.77,0.08,0.45,"1,584,903",18.53,16.12,0.88,4.95,17.95,3.07
TE Connectivity,TEL,62.65,62.83,62.10,62.34,-0.46,-0.73,"1,715,412",65.01,48.29,1.16,1.86,16.99,13.12
Teekay,TK,59.25,59.78,58.60,58.67,-0.73,-1.23,"298,775",62.77,37.84,1.26,2.16,...,22.20
Teekay LNG Partners,TGP,43.00,43.31,42.91,43.11,0.04,0.09,"90,565",47.49,38.17,2.77,6.42,24.12,0.94
Teekay Offshore Partners,TOO,35.83,35.83,35.43,35.55,-0.38,-1.06,"85,790",37.46,29.24,2.15,6.06,54.69,7.43
Teekay Tankers,TNK,4.31,4.31,4.23,4.26,-0.09,-2.07,"178,298",5.08,2.49,0.12,2.82,17.04,8.40
Tejon Ranch,TRC,28.25,28.79,28.05,28.49,0.13,0.46,"96,361",38.79,28.05,...,...,178.06,-22.50
Telecom Argentina ADS,TEO,18.77,18.83,18.34,18.65,-0.22,-1.17,"225,480",25.56,13.93,0.38,2.04,6.97,8.18
Telecom Italia ADS,TIA,8.74,8.80,8.72,8.78,0.02,0.20,"13,334",10.62,4.93,0.38,4.33,9.26,13.00
Telecom Italia ADS,TI,10.89,10.93,10.87,10.87,-0.02,-0.18,"32,124",13.54,6.36,0.26,2.39,11.46,9.14
Teledyne Technologies,TDY,95.65,96.13,94.97,95.50,-0.54,-0.56,"176,368",102.39,76.96,...,...,17.56,3.96
Teleflex,TFX,107.01,107.86,106.73,107.48,0.16,0.15,"91,004",111.24,75.29,1.36,1.27,27.07,14.51
Telefonica ADS,TEF,15.57,15.65,15.56,15.62,-0.10,-0.64,"428,154",18.05,13.50,1.10,7.04,11.84,-4.41
Telefonica Brasil S.A. ADS,VIV,18.87,19.18,18.79,19.15,0.34,1.81,"1,470,414",23.57,17.78,0.49,2.57,10.55,-0.36
Telekomunikasi Indonesia ADS,TLK,46.46,46.78,46.39,46.71,0.27,0.58,"82,239",47.97,33.75,0.38,0.81,17.98,30.29
Telephone&Data Systems,TDS,25.33,25.52,25.21,25.50,0.08,0.31,"388,475",31.52,21.30,0.54,2.10,...,-1.09
TELUS,TU,35.20,35.33,35.03,35.25,0.05,0.14,"89,701",38.76,29.90,1.39,3.95,17.94,2.35
Tempur Sealy International,TPX,58.80,59.04,58.35,58.64,-0.38,-0.64,"493,626",62.00,36.31,...,...,38.58,8.67
Tenaris ADS,TS,42.96,43.29,42.88,43.24,0.02,0.05,"646,506",49.87,40.63,1.20,2.78,16.17,-1.03
Tenet Healthcare,THC,59.64,60.51,59.25,60.15,0.34,0.57,"1,262,117",60.62,36.87,...,...,...,42.81
Tennant,TNC,72.94,72.94,72.26,72.42,-0.79,-1.08,"53,392",77.78,51.19,0.80,1.10,31.35,6.80
Tenneco,TEN,64.88,65.41,64.67,65.23,0.09,0.14,"352,017",69.22,45.30,...,...,20.49,15.31
Teradata,TDC,43.21,43.38,42.80,43.32,0.09,0.21,"1,055,237",61.38,37.66,...,...,19.08,-4.77
Teradyne,TER,19.48,20.19,19.48,19.95,0.39,1.99,"4,028,067",20.72,15.22,...,...,19.85,13.22
Terex,TEX,37.48,37.76,37.36,37.59,0.11,0.29,"1,156,608",45.46,28.00,0.20,0.53,13.75,-10.48
TERNIUM ADS,TX,25.54,25.67,25.24,25.50,-0.12,-0.47,"209,682",32.99,23.66,0.75,2.94,11.84,-18.53
Terra Nitrogen,TNH,150.77,152.50,150.00,152.07,1.47,0.98,"13,079",218.56,132.51,12.44,8.18,12.00,7.77
Terreno Realty,TRNO,20.01,20.18,19.90,20.07,-0.03,-0.15,"37,784",20.18,16.54,0.56,2.79,352.72,13.39
Tesoro,TSO,64.22,64.88,63.40,64.69,0.43,0.67,"1,891,969",64.88,40.90,1.20,1.86,21.49,10.58
Tesoro Logistics LP,TLLP,68.60,69.25,68.13,69.16,0.51,0.74,"338,000",75.55,47.40,2.46,3.56,38.84,32.14
Tetra Technologies,TTI,11.46,11.46,11.21,11.22,-0.28,-2.43,"469,686",13.43,9.25,...,...,...,-9.22
Teva Pharmaceutical Industries ADS,TEVA,52.51,53.40,52.42,52.99,0.20,0.38,"2,639,090",55.70,36.26,1.41,2.66,16.96,32.21
Texas Pacific Land Trust Sub Share Ctf,TPL,197.32,197.32,190.72,194.58,-0.64,-0.33,"22,612",197.32,82.44,0.27,0.14,54.81,94.60
Textainer Group Holdings,TGH,35.01,35.01,34.53,34.64,-0.37,-1.06,"214,214",41.07,34.00,1.88,5.43,11.00,-13.87
Textron,TXT,38.31,38.97,38.25,38.94,0.65,1.70,"1,332,573",41.15,26.17,0.08,0.21,22.20,5.93
Textura,TXTR,29.59,29.99,28.89,29.46,-0.42,-1.41,"159,559",47.25,13.80,...,...,...,-1.60
Thermo Fisher Scientific,TMO,121.94,122.45,121.50,122.26,-0.13,-0.11,"876,212",127.63,88.13,0.60,0.49,31.18,9.80
Thermon Group Holdings,THR,27.75,27.92,27.59,27.83,0.04,0.14,"112,518",29.06,19.80,...,...,19.88,1.83
Third Point Reinsurance,TPRE,15.11,15.19,15.01,15.14,-0.05,-0.33,"169,191",18.84,12.85,...,...,7.53,-18.29
Thompson Creek Metals,TC,2.93,3.09,2.90,3.04,0.11,3.75,"4,285,585",4.05,1.72,...,...,...,39.45
Thomson Reuters,TRI,37.52,37.73,37.42,37.65,0.04,0.11,"487,787",38.73,32.87,1.32,3.51,72.81,-0.45
Thor Industries,THO,54.16,54.26,53.76,54.02,-0.40,-0.74,"208,972",64.71,48.24,0.92,1.70,16.88,-2.19
Tidewater,TDW,49.58,49.95,49.40,49.62,-0.43,-0.86,"515,250",63.22,45.51,1.00,2.02,15.95,-16.28
Tiffany&,TIF,98.71,99.61,98.42,99.47,0.38,0.38,"463,414",103.38,73.63,1.52,1.53,57.17,7.21
Tilly's,TLYS,8.01,8.16,7.98,8.09,0.05,0.62,"49,159",15.95,7.32,...,...,13.95,-29.34
Time Inc.,TIME,24.05,24.09,23.76,23.88,-0.33,-1.36,"343,023",25.83,18.51,...,...,95.40,14.53
Time Warner,TWX,77.06,77.47,76.57,77.02,0.03,0.04,"4,241,735",88.13,57.77,1.27,1.65,16.05,15.23
Time Warner Cable,TWC,147.24,148.49,147.15,148.00,0.08,0.05,"1,145,804",154.12,106.01,3.00,2.03,20.39,9.23
Tim Hortons,THI,62.27,62.27,61.06,61.07,-1.22,-1.96,"301,185",62.98,50.67,1.17,1.92,21.57,4.61
Timken,TKR,46.02,46.25,45.75,46.02,0.02,0.04,"681,212",49.96,35.95,1.00,2.17,17.04,16.73
TimkenSteel,TMST,48.45,48.57,46.63,47.15,-1.30,-2.68,"414,262",49.16,36.10,...,...,...,24.93
TIM Participacoes ADS,TSU,24.83,25.16,24.80,25.10,0.09,0.36,"555,615",30.52,18.77,0.39,1.56,17.91,-4.34
Titan International,TWI,14.30,14.78,14.29,14.74,0.36,2.50,"342,679",19.89,13.93,0.02,0.14,...,-18.02
TJX,TJX,58.25,59.70,57.94,59.40,0.84,1.43,"8,152,172",64.38,51.91,0.70,1.18,19.54,-6.79
T-Mobile US,TMUS,29.07,29.73,28.96,29.68,0.73,2.52,"5,062,199",35.50,22.95,...,...,134.91,-11.77
Toll Brothers,TOL,35.22,35.58,34.98,35.51,0.17,0.48,"1,273,200",39.95,29.64,...,...,24.16,-4.03
Tootsie Roll Industries,TR,28.47,28.49,28.14,28.25,-0.37,-1.29,"48,843",32.89,26.03,0.32,1.13,27.73,-10.58
Torchmark,TMK,53.63,54.10,53.55,54.03,0.23,0.43,"469,874",56.49,45.79,0.51,0.94,14.89,3.70
Toro,TTC,61.43,61.62,60.86,61.25,-0.58,-0.94,"418,238",67.35,48.10,0.80,1.31,22.03,-3.69
Toronto-Dominion Bank,TD,52.36,52.51,52.10,52.46,0.14,0.27,"839,667",52.89,41.56,1.73,3.30,13.97,11.33
Total ADS,TOT,63.55,64.34,63.48,64.11,-0.32,-0.50,"1,473,363",74.22,54.08,3.30,5.15,11.68,4.64
Total System Services,TSS,31.56,31.59,31.27,31.38,-0.27,-0.85,"668,294",33.44,27.00,0.40,1.27,24.85,-5.71
Tower International,TOWR,34.53,34.70,34.01,34.46,-0.26,-0.75,"136,463",37.50,18.86,...,...,13.32,61.03
Towers Watson Cl A,TW,109.95,110.79,109.45,109.91,-0.48,-0.43,"290,981",131.73,81.68,0.56,0.51,21.50,-13.87
Townsquare Media Cl A,TSQ,11.25,11.45,11.25,11.40,0.09,0.80,"22,143",11.45,9.93,...,...,...,11.22
Toyota Motor ADS,TM,115.62,115.88,115.20,115.70,-1.25,-1.07,"319,179",132.53,103.38,...,...,10.01,-5.10
Transalta,TAC,11.73,11.80,11.70,11.75,0.02,0.17,"69,240",14.12,11.18,0.67,5.69,...,-7.33
TransCanada,TRP,51.54,51.98,51.22,51.94,0.26,0.50,"1,114,004",52.27,42.21,1.78,3.42,21.29,13.75
Transcontinental Realty Investors,TCI,12.95,12.95,12.79,12.95,-0.20,-1.52,"3,890",17.50,7.50,...,...,1.74,37.18
TransDigm Group,TDG,180.50,184.24,180.50,183.55,3.15,1.75,"325,597",198.29,134.48,...,...,171.54,13.99
Transmontaigne Partners,TLP,42.03,44.49,42.01,43.68,1.88,4.50,"246,419",50.00,38.93,2.66,6.09,24.96,2.78
Transocean,RIG,39.05,39.05,38.33,38.72,-0.06,-0.15,"5,624,379",55.74,38.01,3.00,7.75,7.79,-21.65
Transocean Partners,RIGP,24.40,24.70,24.01,24.30,-0.33,-1.34,"232,045",25.50,21.90,...,...,...,...
Transportadora de Gas del Sur ADS,TGS,2.77,2.80,2.65,2.77,-0.04,-1.42,"197,307",3.50,1.71,0.07,2.62,100.73,27.65
TravelCenters of America,TA,9.73,9.85,9.51,9.65,-0.17,-1.73,"172,571",11.17,7.01,...,...,10.07,-0.92
Travelers Cos.,TRV,92.62,93.16,92.33,93.11,0.20,0.22,"1,020,493",96.18,79.12,2.20,2.36,9.29,2.84
TRC Cos.,TRR,5.04,5.12,5.00,5.07,0.06,1.20,"22,512",8.52,4.55,...,...,4.69,-28.99
Tredegar,TG,21.21,21.63,21.13,21.24,-0.01,-0.05,"47,829",30.00,19.17,0.36,1.69,23.87,-26.28
TreeHouse Foods,THS,80.55,80.76,80.14,80.62,-0.15,-0.19,"94,392",83.19,62.76,...,...,36.32,16.98
Tremor Video,TRMR,3.00,3.07,2.94,2.96,-0.07,-2.31,"116,089",11.09,2.91,...,...,...,-48.97
Trex,TREX,37.04,37.53,36.75,37.29,0.15,0.40,"300,136",43.42,20.63,...,...,44.93,-6.22
Tribune Publishing,TPUB,19.56,20.12,19.47,19.55,-0.22,-1.11,"254,581",26.90,18.84,...,...,...,-23.33
Trina Solar ADS,TSL,12.88,13.29,12.58,13.15,0.09,0.69,"5,153,639",18.77,7.82,...,...,58.44,-3.80
TriNet Group,TNET,28.73,29.32,28.52,28.59,-0.24,-0.83,"131,995",29.96,17.28,...,...,758.36,49.69
Trinity Industries,TRN,46.20,47.44,46.18,47.26,1.09,2.36,"2,730,485",47.83,20.54,0.40,0.85,12.25,73.37
Trinseo,TSE,20.07,20.07,19.67,19.82,-0.11,-0.55,"175,267",22.99,15.66,...,...,...,-2.12
Triple-S Management Cl B,GTS,18.87,18.87,18.53,18.68,-0.21,-1.11,"64,842",20.55,14.70,...,...,9.60,-3.91
TRI Pointe Homes,TPH,14.41,14.45,14.20,14.34,-0.11,-0.76,"2,117,868",20.29,12.82,...,...,19.38,-28.05
Triumph Group,TGI,67.79,68.48,67.79,68.26,0.35,0.52,"306,970",79.90,61.41,0.16,0.23,13.85,-10.27
Tronox Cl A,TROX,29.84,30.00,29.31,29.54,-0.33,-1.10,"382,097",30.87,20.75,1.00,3.39,...,28.05
TrueBlue,TBI,26.99,27.19,26.79,27.09,-0.05,-0.18,"160,809",31.30,22.50,...,...,21.50,5.08
Trulia,TRLA,58.56,60.40,58.34,59.52,0.66,1.12,"948,601",67.50,26.35,...,...,...,68.76
Trupanion,TRUP,8.58,9.03,8.55,8.79,0.21,2.45,"138,557",11.95,8.50,...,...,...,-22.89
TRW Automotive Holdings,TRW,97.86,98.64,97.33,98.47,0.68,0.70,"752,181",107.25,68.09,...,...,10.97,32.37
Tsakos Energy Navigation,TNP,7.36,7.64,7.34,7.49,0.36,5.05,"1,597,412",8.48,4.52,0.20,2.67,...,24.63
Tumi Holdings,TUMI,23.41,23.44,23.12,23.23,-0.26,-1.11,"434,417",24.71,17.55,...,...,29.41,3.02
Tupperware Brands,TUP,73.90,74.03,73.35,73.88,-0.08,-0.11,"254,512",97.14,71.90,2.72,3.68,15.59,-21.84
Turkcell Iletisim Hizmetleri A.S. ADS,TKC,14.65,14.80,14.63,14.71,-0.14,-0.94,"117,406",16.63,11.72,...,...,12.79,10.19
Turquoise Hill Resources,TRQ,3.43,3.47,3.41,3.41,-0.04,-1.16,"1,000,869",4.36,3.01,...,...,52.22,3.33
Tutor Perini,TPC,29.47,29.61,29.20,29.36,-0.23,-0.78,"178,927",32.51,18.35,...,...,13.91,11.63
Twitter,TWTR,44.93,45.21,44.76,45.06,-0.03,-0.07,"10,317,458",74.73,29.51,...,...,...,-29.21
Two Harbors Investment,TWO,10.46,10.51,10.44,10.50,0.04,0.38,"4,194,306",10.79,8.94,1.04,9.90,65.63,13.15
Tyco International,TYC,44.78,45.09,44.65,44.98,0.26,0.58,"1,882,387",46.64,32.84,0.72,1.60,9.86,9.60
Tyler Technologies,TYL,91.15,91.75,89.48,90.34,-1.19,-1.30,"89,442",107.99,72.30,...,...,61.31,-11.54
Tyson Foods Cl A,TSN,37.73,37.73,37.23,37.42,-0.14,-0.37,"2,392,095",44.24,27.33,0.30,0.80,13.08,11.84
Tyson Foods Un,TSNU,48.90,48.99,48.61,48.82,-0.18,-0.36,"164,595",50.65,47.67,2.38,4.86,...,0.46
UBS ADS,UBS,17.59,17.69,17.56,17.65,-0.06,-0.34,"1,402,980",21.61,16.77,0.28,1.57,17.99,-8.31
UCP Cl A,UCP,13.03,13.12,12.98,13.04,-0.06,-0.46,"21,615",17.10,12.01,...,...,...,-10.93
UDR,UDR,29.72,30.05,29.63,29.94,0.13,0.44,"1,419,669",30.05,21.96,1.04,3.47,...,28.22
UGI,UGI,51.46,51.70,51.26,51.69,0.23,0.45,"595,411",51.70,37.88,0.87,1.68,17.35,24.67
UIL Holdings,UIL,36.29,36.43,36.09,36.42,0.06,0.17,"174,387",40.68,34.34,1.73,4.74,18.68,-6.01
Ultrapar Participacoes ADS,UGP,25.09,25.24,24.93,25.00,...,...,"304,380",27.94,20.84,0.62,2.50,24.77,5.71
Ultra Petroleum,UPL,25.15,25.51,24.90,25.40,0.17,0.67,"2,547,217",31.43,18.22,...,...,12.45,17.32
UMH Properties,UMH,10.08,10.16,10.02,10.15,0.05,0.50,"44,500",10.70,9.01,0.72,7.09,...,7.75
Under Armour Cl A,UA,69.79,71.27,69.59,70.56,0.44,0.63,"1,587,587",71.79,35.55,...,...,94.71,61.65
Unifi,UFI,28.19,28.34,27.97,28.06,-0.22,-0.78,"33,749",30.93,20.76,...,...,18.34,3.01
UniFirst,UNF,99.70,99.90,98.93,99.32,-1.09,-1.09,"34,499",117.91,91.59,0.15,0.15,16.34,-7.18
Unilever ADS,UL,43.64,43.74,43.57,43.59,-0.26,-0.59,"942,823",45.99,37.40,1.54,3.53,17.81,5.80
Unilever ADS,UN,41.18,41.27,41.08,41.19,-0.18,-0.44,"732,997",44.41,36.57,1.54,3.73,...,2.39
Union Pacific,UNP,104.68,105.87,104.40,105.57,1.18,1.13,"3,467,320",105.87,74.61,2.00,1.89,20.48,25.68
Unisys,UIS,22.66,22.78,22.48,22.70,-0.02,-0.09,"308,286",36.05,19.96,...,...,22.25,-32.38
Unit,UNT,63.79,63.80,62.98,63.53,-0.26,-0.41,"147,456",70.36,45.00,...,...,15.65,23.07
United Continental Holdings,UAL,47.98,49.35,47.81,49.25,1.57,3.29,"4,808,676",49.35,27.32,...,...,25.92,30.19
UnitedHealth Group,UNH,82.94,83.75,82.36,83.43,-0.04,-0.05,"2,564,589",87.24,66.72,1.50,1.80,15.27,10.80
United Microelectronics ADS,UMC,2.17,2.20,2.16,2.20,0.03,1.38,"586,321",2.58,1.88,...,0.08,18.55,7.84
United Parcel Service Cl B,UPS,98.14,99.08,98.14,98.80,0.53,0.54,"2,451,815",105.37,85.18,2.68,2.71,25.27,-5.98
United Rentals,URI,114.76,116.99,114.55,116.70,1.29,1.12,"863,066",116.99,52.39,...,...,25.26,49.71
United States 12 Month Natural Gas Fd,UNL,17.54,17.62,17.54,17.62,-0.13,-0.72,"2,071",21.22,15.67,...,...,...,-3.98
United States 12 Month Oil Fund LP,USL,43.35,43.35,43.23,43.30,0.07,0.16,"3,004",47.55,40.06,...,...,...,0.98
United States Brent Oil Fund LP,BNO,40.93,41.04,40.78,41.02,0.27,0.66,"22,304",46.68,40.53,...,...,...,-7.90
United States Diesel-Heating Oil Fund LP,UHN,31.69,31.78,31.66,31.75,0.14,0.44,"1,581",34.91,30.46,...,...,...,-3.88
United States Gasoline Fund LP,UGA,56.72,56.72,55.96,56.40,0.30,0.53,"22,395",64.27,53.56,...,...,...,-5.89
United States Natural Gas Fund,UNG,21.22,21.23,20.89,21.07,-0.24,-1.13,"5,658,923",27.89,16.91,...,...,...,1.84
United States Oil Fund LP,USO,34.88,34.93,34.69,34.86,0.15,0.43,"3,133,372",39.54,32.68,...,...,...,-1.30
United States Short Oil Fd,DNO,33.74,33.80,33.71,33.73,-0.20,-0.59,"16,308",36.84,30.00,...,...,...,-1.35
United States Steel,X,37.45,37.97,37.34,37.42,-0.23,-0.61,"4,266,088",38.49,17.73,0.20,0.53,...,26.85
United Technologies,UTX,108.60,109.87,108.56,109.71,1.15,1.06,"4,476,480",120.66,99.50,2.36,2.15,17.14,-3.59
United Technologies Un,UTXA,61.00,61.19,60.70,61.04,0.45,0.74,"248,487",68.38,58.43,3.75,6.14,...,-6.77
Unitil,UTL,32.60,32.64,32.21,32.41,-0.27,-0.83,"42,790",34.84,27.78,1.38,4.26,18.21,6.30
Universal,UVV,51.17,51.32,50.68,51.17,-0.02,-0.04,"160,060",60.10,48.13,2.04,3.99,15.51,-6.28
Universal American,UAM,8.14,8.14,7.97,8.09,-0.06,-0.74,"85,763",8.68,6.60,...,...,...,10.82
Universal Health Realty Income Trust,UHT,44.44,44.70,44.01,44.45,0.01,0.02,"21,525",45.80,39.03,2.52,5.67,41.16,10.96
Universal Health Services Cl B,UHS,111.76,112.54,110.89,112.34,0.15,0.13,"410,891",112.54,66.92,0.40,0.36,20.92,38.25
Universal Insurance Holdings,UVE,13.44,13.44,13.07,13.32,-0.15,-1.11,"256,640",15.42,6.36,0.40,3.00,7.40,-8.01
Universal Technical Institute,UTI,11.00,11.01,10.79,10.95,-0.16,-1.44,"30,566",15.16,10.02,0.40,3.65,156.43,-21.28
Unum Group,UNM,34.98,35.27,34.98,35.17,0.09,0.26,"863,366",36.30,29.14,0.66,1.88,10.19,0.26
URS,URS,60.08,60.41,59.87,59.91,-0.13,-0.22,"357,893",60.41,41.62,0.88,1.47,19.09,13.06
Urstadt Biddle Properties,UBP,18.05,18.10,18.05,18.06,0.04,0.22,"946",18.44,15.32,0.90,4.98,39.67,13.94
Urstadt Biddle Properties Cl A,UBA,21.08,21.25,20.97,21.22,0.03,0.14,"53,147",21.60,18.00,1.01,4.76,46.62,15.01
USA Compression Partners,USAC,25.79,26.05,25.59,26.00,0.22,0.85,"131,512",28.73,22.07,2.00,7.69,58.14,-2.99
USANA Health Sciences,USNA,72.07,73.49,71.58,72.61,0.48,0.67,"84,699",92.00,55.01,...,...,14.31,-3.93
U.S. Bancorp,USB,41.67,41.78,41.46,41.71,-0.13,-0.31,"5,047,308",43.92,35.69,0.98,2.35,13.72,3.24
U.S. Cellular,USM,37.26,37.62,37.08,37.60,0.32,0.86,"123,102",48.98,33.17,...,...,...,-10.09
USEC,USU,5.00,5.95,4.84,5.32,0.28,5.56,"1,220,128",19.44,2.63,...,...,...,-19.64
USG,USG,29.04,29.21,28.93,29.10,-0.09,-0.31,"1,178,007",36.22,22.64,...,...,32.14,2.54
U.S. Physical Therapy,USPH,35.81,36.08,35.46,35.66,-0.45,-1.25,"15,633",37.25,26.91,0.48,1.35,31.28,1.13
U.S. Silica Holdings,SLCA,62.11,63.45,61.41,63.32,1.19,1.92,"802,589",63.45,21.72,0.50,0.79,40.08,85.63
Vaalco Energy,EGY,8.75,8.81,8.55,8.67,-0.08,-0.91,"997,871",9.32,5.03,...,...,10.70,25.83
Vail Resorts,MTN,77.26,78.00,76.51,76.76,-0.96,-1.24,"76,022",79.47,64.47,1.66,2.16,64.50,2.03
Vale ADS,VALE,13.86,14.09,13.86,14.08,0.20,1.44,"13,329,728",17.14,12.29,...,...,74.22,-7.67
Valeant Pharmaceuticals International,VRX,113.60,114.12,112.33,113.10,-0.62,-0.55,"1,774,083",153.10,95.28,...,...,...,-3.66
Valero Energy,VLO,54.00,54.22,53.64,53.94,-0.21,-0.39,"4,519,264",59.69,33.20,1.10,2.04,9.58,7.02
Valero Energy Partners,VLP,49.00,49.42,48.25,48.83,-0.10,-0.20,"27,978",56.89,27.50,0.89,1.82,...,41.74
Valhi,VHI,6.82,7.19,6.81,7.18,0.38,5.59,"314,488",21.08,4.98,0.08,1.11,3121.74,-59.16
Validus Holdings,VR,38.28,38.60,38.28,38.32,-0.11,-0.29,"313,944",40.71,34.10,1.20,3.13,6.44,-4.89
Valley National Bancorp,VLY,9.87,9.93,9.81,9.91,...,...,"1,006,681",10.81,9.28,0.44,4.44,15.02,-2.08
Valmont Industries,VMI,144.13,144.41,142.80,143.05,-1.20,-0.83,"410,839",163.23,129.00,1.50,1.05,16.48,-4.07
Valspar,VAL,80.26,80.99,80.16,80.49,-0.07,-0.09,"208,688",82.00,61.13,1.04,1.29,22.55,12.91
Vantiv,VNTV,32.39,32.60,32.17,32.18,-0.33,-1.02,"771,751",34.90,25.21,...,...,42.91,-1.32
Varian Medical Systems,VAR,84.37,84.66,83.42,84.23,-0.46,-0.54,"679,472",87.85,70.10,...,...,21.43,8.42
Vector Group,VGR,22.96,23.10,22.78,23.06,0.08,0.35,"740,176",23.16,15.30,1.60,6.94,60.68,40.87
Vectren,VVC,40.09,40.57,39.94,40.54,0.46,1.15,"340,505",42.74,31.83,1.44,3.55,21.56,14.20
Veeva Systems,VEEV,21.91,22.10,21.57,21.92,-0.21,-0.95,"663,154",49.00,17.11,...,...,97.60,-31.71
Ventas,VTR,65.34,65.97,64.98,65.90,0.30,0.46,"1,516,973",69.09,54.89,2.90,4.40,41.11,15.05
Veolia Environnement ADS,VE,16.92,16.97,16.87,16.93,...,...,"137,317",20.31,14.89,...,...,...,3.48
VeriFone Systems,PAY,35.25,35.59,35.14,35.34,0.01,0.03,"691,744",38.26,19.01,...,...,...,31.77
Veritiv,VRTV,44.86,45.00,44.39,44.85,0.28,0.63,"42,462",53.21,27.00,...,...,...,13.54
Verizon Communications,VZ,48.82,48.97,48.60,48.82,0.12,0.25,"10,623,528",53.66,45.08,2.12,4.34,10.34,-0.65
Vermilion Energy,VET,64.41,64.51,63.87,64.37,-0.14,-0.22,"28,249",72.69,52.80,2.36,3.67,20.24,9.81
Verso Paper,VRS,3.10,3.20,3.00,3.11,-0.01,-0.32,"659,684",5.55,0.52,...,...,...,397.12
VF,VFC,62.70,63.62,62.51,63.42,0.67,1.07,"1,465,878",64.08,46.41,1.05,1.66,22.02,1.73
Viad,VVI,22.29,22.63,21.94,22.37,0.02,0.09,"52,451",28.97,20.55,0.40,1.79,23.74,-19.47
Vina Concha y Toro ADS,VCO,39.59,40.33,39.59,40.33,-0.20,-0.49,"2,251",43.50,33.10,1.44,3.57,21.45,8.27
Vince Holding,VNCE,33.99,34.23,33.71,34.21,0.18,0.53,"107,481",38.00,22.53,...,...,...,11.54
Violin Memory,VMEM,3.65,3.74,3.65,3.68,0.02,0.55,"241,763",7.98,2.50,...,...,...,-7.07
