Date,Amount,Transaction Type,Category,Account Name
4/20/2014,26.68,debit,Gas & Fuel,Barclaycard Arrival Plus
4/20/2014,12.51,debit,Fast Food,Barclaycard Arrival Plus
4/20/2014,3.27,debit,Auto & Transport,Barclaycard Arrival Plus
4/19/2014,55.5,debit,Alcohol & Bars,Visa Signature
4/19/2014,2.26,debit,Gas & Fuel,Visa Signature
4/19/2014,45.34,debit,Gas & Fuel,Visa Signature
4/19/2014,6.9,debit,Fast Food,Barclaycard Arrival Plus
4/19/2014,19,debit,Restaurants,Barclaycard Arrival Plus
4/19/2014,28.13,debit,Shopping,Barclaycard Arrival Plus
4/19/2014,11.58,debit,Fast Food,Barclaycard Arrival Plus
4/19/2014,110.99,debit,Sporting Goods,Barclaycard Arrival Plus
4/19/2014,22.22,debit,Restaurants,Barclaycard Arrival Plus
4/18/2014,2.82,debit,Fast Food,Visa Signature
4/18/2014,28.09,debit,Shopping,Visa Signature
4/18/2014,44.89,debit,Restaurants,Barclaycard Arrival Plus
4/18/2014,45.81,debit,Restaurants,Barclaycard Arrival Plus
4/18/2014,13.83,debit,Fast Food,Barclaycard Arrival Plus
4/18/2014,29.64,debit,Shopping,Barclaycard Arrival Plus
4/18/2014,284.09,debit,Credit Card Payment,Income Fund
4/18/2014,1250,debit,Student Loan,Income Fund
4/18/2014,103,debit,Uncategorized,Income Fund
4/17/2014,10.39,debit,Fast Food,Barclaycard Arrival Plus
4/17/2014,284.09,credit,Credit Card Payment,Visa Signature
4/17/2014,8.56,debit,Fast Food,Visa Signature
4/17/2014,15.16,debit,Restaurants,Visa Signature
4/17/2014,3.24,debit,Uncategorized,Visa Signature
4/16/2014,2124.04,credit,Paycheck,Income Fund
4/15/2014,3.9,debit,Fast Food,Visa Signature
4/14/2014,45.15,debit,Groceries,Visa Signature
4/14/2014,9.99,debit,Music,Visa Signature
4/14/2014,500,credit,Interest Income,Income Fund
4/13/2014,153.69,debit,Clothing,Barclaycard Arrival Plus
4/13/2014,10.42,debit,Fast Food,Barclaycard Arrival Plus
4/13/2014,37.93,debit,Restaurants,Barclaycard Arrival Plus
4/12/2014,30,debit,Sports,Barclaycard Arrival Plus
4/12/2014,6.5,debit,Coffee Shops,Barclaycard Arrival Plus
4/12/2014,39.9,debit,Shopping,Barclaycard Arrival Plus
4/12/2014,8.54,debit,Coffee Shops,Barclaycard Arrival Plus
4/12/2014,31.91,debit,Restaurants,Barclaycard Arrival Plus
4/12/2014,10.6,debit,Restaurants,Visa Signature
4/11/2014,41.92,debit,Alcohol & Bars,Barclaycard Arrival Plus
4/11/2014,29.94,debit,Restaurants,Barclaycard Arrival Plus
4/11/2014,28.58,debit,Alcohol & Bars,Visa Signature
4/11/2014,5.96,debit,Uncategorized,Visa Signature
4/11/2014,5.39,debit,Shopping,Visa Signature
4/11/2014,17.85,debit,Uncategorized,Visa Signature
4/10/2014,29.78,debit,Restaurants,Visa Signature
4/10/2014,4.61,debit,Coffee Shops,Visa Signature
4/10/2014,7.99,debit,Movies & DVDs,Visa Signature
4/9/2014,3.24,debit,Uncategorized,Visa Signature
4/9/2014,7.15,debit,Fast Food,Visa Signature
4/9/2014,64.06,debit,Uncategorized,Visa Signature
4/8/2014,7.58,debit,Fast Food,Visa Signature
4/6/2014,39.47,debit,Restaurants,Barclaycard Arrival Plus
4/6/2014,29.96,debit,Gas & Fuel,Barclaycard Arrival Plus
4/5/2014,22,debit,Alcohol & Bars,Barclaycard Arrival Plus
4/5/2014,7.41,debit,Groceries,Barclaycard Arrival Plus
4/5/2014,13.5,debit,Movies & DVDs,Barclaycard Arrival Plus
4/5/2014,21,debit,Alcohol & Bars,Barclaycard Arrival Plus
4/5/2014,32.9,debit,Restaurants,Barclaycard Arrival Plus
4/5/2014,52.34,debit,Restaurants,Barclaycard Arrival Plus
4/5/2014,20.75,debit,Shopping,Barclaycard Arrival Plus
4/5/2014,3.24,debit,Uncategorized,Visa Signature
4/5/2014,14.95,debit,Books,Visa Signature
4/5/2014,7.37,debit,Fast Food,Visa Signature
4/5/2014,3.5,credit,Income,Income Fund
4/5/2014,0.9,credit,Interest Income,Income Fund
4/5/2014,0.96,credit,Interest Income,Emergency Savings
4/4/2014,37.97,debit,Restaurants,Barclaycard Arrival Plus
4/4/2014,3.24,debit,Uncategorized,Visa Signature
4/4/2014,3.46,debit,Fast Food,Visa Signature
4/4/2014,324.44,credit,Income,Emergency Savings
4/3/2014,6.48,debit,Gas & Fuel,Barclaycard Arrival Plus
4/3/2014,32.15,debit,Gas & Fuel,Barclaycard Arrival Plus
4/3/2014,769.94,debit,Credit Card Payment,Income Fund
4/2/2014,769.94,credit,Credit Card Payment,Visa Signature
4/2/2014,596.65,credit,Income,Income Fund
4/2/2014,107.27,debit,Student Loan,Income Fund
4/2/2014,50.67,debit,Student Loan,Income Fund
4/2/2014,99,debit,Utilities,Income Fund
4/2/2014,511.87,credit,Transfer,Income Fund
4/1/2014,6.79,debit,Shopping,Visa Signature
4/1/2014,0.99,debit,Music,Income Fund
4/1/2014,164.26,debit,Utilities,Income Fund
4/1/2014,1250,debit,Student Loan,Income Fund
4/1/2014,1021.84,debit,Bills & Utilities,Income Fund
3/31/2014,15.94,debit,Alcohol & Bars,Visa Signature
3/31/2014,7.57,debit,Uncategorized,Visa Signature
3/31/2014,6.78,debit,Fast Food,Visa Signature
3/31/2014,511.87,debit,Transfer,PayPal Account
3/31/2014,1979.07,credit,Paycheck,Income Fund
3/30/2014,28.75,debit,Rental Car & Taxi,Barclaycard Arrival Plus
3/30/2014,2.12,debit,Coffee Shops,Barclaycard Arrival Plus
3/30/2014,12.78,debit,Fast Food,Barclaycard Arrival Plus
3/30/2014,101,debit,Uncategorized,Income Fund
3/29/2014,29.5,debit,Fast Food,Barclaycard Arrival Plus
3/29/2014,48.23,debit,Groceries,Barclaycard Arrival Plus
3/29/2014,21.6,debit,Alcohol & Bars,Barclaycard Arrival Plus
3/29/2014,30.49,debit,Groceries,Barclaycard Arrival Plus
3/29/2014,20.84,debit,Restaurants,Visa Signature
3/29/2014,29.23,debit,Gift,Visa Signature
3/29/2014,5.43,debit,Uncategorized,Visa Signature
3/29/2014,7.8,debit,Uncategorized,Visa Signature
3/29/2014,511.87,credit,Income,PayPal Account
3/28/2014,5.96,debit,Uncategorized,Visa Signature
3/28/2014,7.27,debit,Restaurants,Visa Signature
3/28/2014,30.36,debit,Alcohol & Bars,Visa Signature
3/28/2014,24.99,debit,Shopping,Visa Signature
3/28/2014,500,credit,Interest Income,Income Fund
3/27/2014,250,debit,Dentist,Visa Signature
3/27/2014,5.85,debit,Uncategorized,Visa Signature
3/27/2014,8.97,debit,Fast Food,Visa Signature
3/27/2014,183.52,debit,Credit Card Payment,Income Fund
3/26/2014,183.52,credit,Credit Card Payment,Barclaycard Arrival Plus
3/26/2014,445.5,credit,Credit Card Payment,Barclaycard Arrival Plus
3/26/2014,65,debit,Uncategorized,Income Fund
3/25/2014,5.94,debit,Gas & Fuel,Visa Signature
3/25/2014,3.24,debit,Fast Food,Visa Signature
3/25/2014,4.12,debit,Gas & Fuel,Visa Signature
3/25/2014,20.5,debit,Gas & Fuel,Visa Signature
3/25/2014,2.98,debit,Music,Income Fund
3/25/2014,43.65,debit,Financial,Income Fund
3/24/2014,15.03,debit,Fast Food,Visa Signature
3/24/2014,2.16,debit,Gas & Fuel,Visa Signature
3/24/2014,6.17,debit,Shopping,Visa Signature
3/24/2014,2.82,debit,Fast Food,Visa Signature
3/22/2014,37.86,debit,Gas & Fuel,Visa Signature
3/22/2014,30.03,debit,Alcohol & Bars,Visa Signature
3/22/2014,6.16,debit,Uncategorized,Visa Signature
3/21/2014,14,debit,Hair,Visa Signature
3/21/2014,7.75,debit,Restaurants,Visa Signature
3/21/2014,30.03,debit,Alcohol & Bars,Visa Signature
3/21/2014,7.58,debit,Uncategorized,Visa Signature
3/20/2014,84.67,debit,Utilities,Income Fund
3/20/2014,15,debit,Alcohol & Bars,Visa Signature
3/19/2014,7.27,debit,Restaurants,Visa Signature
3/18/2014,7.43,debit,Fast Food,Visa Signature
3/18/2014,1250,debit,Student Loan,Income Fund
3/17/2014,71.96,debit,Shopping,Visa Signature
3/17/2014,262,debit,Credit Card Payment,Income Fund
3/17/2014,581.8,credit,Transfer,Income Fund
3/17/2014,2063.27,debit,Credit Card Payment,Income Fund
3/17/2014,198.4,credit,Gas & Fuel,Income Fund
3/16/2014,19.66,debit,Rental Car & Taxi,Barclaycard Arrival Plus
3/16/2014,75.08,debit,Restaurants,Barclaycard Arrival Plus
3/16/2014,13.79,debit,Restaurants,Barclaycard Arrival Plus
3/16/2014,15.79,debit,Restaurants,Barclaycard Arrival Plus
3/16/2014,22.69,debit,Restaurants,Barclaycard Arrival Plus
3/15/2014,33.25,debit,Restaurants,Barclaycard Arrival Plus
3/15/2014,15,debit,Restaurants,Barclaycard Arrival Plus
3/15/2014,22.8,debit,Uncategorized,Barclaycard Arrival Plus
3/15/2014,8.71,debit,Fast Food,Barclaycard Arrival Plus
3/15/2014,9.1,debit,Restaurants,Barclaycard Arrival Plus
3/15/2014,26.01,debit,Restaurants,Barclaycard Arrival Plus
3/15/2014,15.21,debit,Uncategorized,Barclaycard Arrival Plus
3/15/2014,35.78,debit,Shopping,Barclaycard Arrival Plus
3/15/2014,13.49,debit,Shopping,Visa Signature
3/15/2014,9.99,debit,Music,Visa Signature
3/15/2014,11.38,debit,Pharmacy,Visa Signature
3/14/2014,32.13,debit,Restaurants,Barclaycard Arrival Plus
3/14/2014,22.13,debit,Restaurants,Barclaycard Arrival Plus
3/14/2014,2063.27,credit,Credit Card Payment,Visa Signature
3/14/2014,6.25,debit,Shopping,Visa Signature
3/14/2014,262,credit,Credit Card Payment,Barclaycard Arrival Plus
3/14/2014,66.42,credit,Income,PayPal Account
3/14/2014,581.8,debit,Transfer,PayPal Account
3/14/2014,2024.01,credit,Paycheck,Income Fund
3/13/2014,6.5,debit,Pharmacy,Visa Signature
3/13/2014,5.09,debit,Uncategorized,Visa Signature
3/13/2014,500,credit,Interest Income,Income Fund
3/12/2014,42.72,debit,Alcohol & Bars,Visa Signature
3/11/2014,130.18,debit,Electronics & Software,Visa Signature
3/11/2014,7.27,debit,Restaurants,Visa Signature
3/11/2014,3.9,debit,Fast Food,Visa Signature
3/11/2014,2.38,debit,Gas & Fuel,Visa Signature
3/11/2014,2.99,debit,Music,Income Fund
3/10/2014,24,debit,Uncategorized,Visa Signature
3/10/2014,7.99,debit,Movies & DVDs,Visa Signature
3/10/2014,35.33,debit,Groceries,Visa Signature
3/10/2014,14.25,debit,Shopping,Visa Signature
3/8/2014,24.86,debit,Uncategorized,Visa Signature
3/8/2014,299.99,debit,Uncategorized,Visa Signature
3/8/2014,10.64,debit,Fast Food,Visa Signature
3/7/2014,14.94,debit,Alcohol & Bars,Visa Signature
3/7/2014,1350,debit,Dentist,Visa Signature
3/7/2014,7.87,debit,Fast Food,Visa Signature
3/7/2014,202.5,debit,Uncategorized,Income Fund
3/6/2014,59.99,debit,Internet,Visa Signature
3/5/2014,8.5,credit,Income,Income Fund
3/5/2014,0.74,credit,Interest Income,Income Fund
3/5/2014,0.74,credit,Interest Income,Emergency Savings
3/5/2014,168.19,debit,Uncategorized,Visa Signature
3/5/2014,5.2,debit,Uncategorized,Visa Signature
3/5/2014,480.18,debit,Credit Card Payment,Income Fund
3/5/2014,322.22,debit,Credit Card Payment,Income Fund
3/4/2014,50,credit,Federal Tax,Income Fund
3/4/2014,99,debit,Utilities,Income Fund
3/4/2014,38.04,debit,Uncategorized,Visa Signature
3/4/2014,322.22,credit,Credit Card Payment,Visa Signature
3/4/2014,480.18,credit,Credit Card Payment,Visa Signature
3/3/2014,446.67,credit,Income,Income Fund
3/3/2014,3.47,debit,Shopping,Visa Signature
3/3/2014,49.1,debit,Shopping,Visa Signature
3/3/2014,43.7,debit,Shopping,Visa Signature
3/3/2014,26.89,debit,Gas & Fuel,Visa Signature
3/3/2014,3,debit,Groceries,Visa Signature
3/3/2014,50.67,debit,Student Loan,Income Fund
3/3/2014,1000,debit,Student Loan,Income Fund
3/3/2014,1021.84,debit,Bills & Utilities,Income Fund
3/3/2014,149.07,debit,Utilities,Income Fund
3/3/2014,107.27,debit,Student Loan,Income Fund
3/1/2014,2.16,debit,Gas & Fuel,Visa Signature
3/1/2014,19.54,debit,Restaurants,Visa Signature
3/1/2014,1.07,debit,Sporting Goods,Visa Signature
3/1/2014,8.38,debit,Tuition,Visa Signature
2/28/2014,10.58,debit,Shopping,Visa Signature
2/28/2014,173.18,debit,Alcohol & Bars,Visa Signature
2/28/2014,515.38,credit,Income,PayPal Account
2/28/2014,4500,debit,Student Loan,Income Fund
2/28/2014,95.88,debit,Eyecare,Income Fund
2/28/2014,1970.48,credit,Paycheck,Income Fund
2/28/2014,2964.31,credit,Paycheck,Income Fund
2/27/2014,7.8,debit,Fast Food,Visa Signature
2/27/2014,5.43,debit,Fast Food,Visa Signature
2/26/2014,4.98,debit,Uncategorized,Visa Signature
2/26/2014,2671,credit,Income,Income Fund
2/26/2014,65,debit,Uncategorized,Income Fund
2/26/2014,500,credit,Interest Income,Income Fund
2/26/2014,1000,credit,Interest Income,Income Fund
2/25/2014,7.86,debit,Restaurants,Visa Signature
2/25/2014,18,debit,Gas & Fuel,Visa Signature
2/25/2014,43.65,debit,Financial,Income Fund
2/24/2014,3.75,debit,Restaurants,Visa Signature
2/24/2014,9.19,debit,Pharmacy,Visa Signature
2/24/2014,38.37,debit,Groceries,Visa Signature
2/24/2014,49,credit,Gas & Fuel,Income Fund
2/23/2014,12.32,debit,Coffee Shops,Barclaycard Arrival Plus
2/23/2014,4.49,debit,Pharmacy,Barclaycard Arrival Plus
2/23/2014,28.53,debit,Restaurants,Barclaycard Arrival Plus
2/22/2014,8.65,debit,Uncategorized,Barclaycard Arrival Plus
2/22/2014,5.5,debit,Pharmacy,Barclaycard Arrival Plus
2/22/2014,3.87,debit,Uncategorized,Barclaycard Arrival Plus
2/22/2014,35.94,debit,Uncategorized,Barclaycard Arrival Plus
2/22/2014,32,debit,Coffee Shops,Barclaycard Arrival Plus
2/22/2014,16.91,debit,Uncategorized,Barclaycard Arrival Plus
2/22/2014,43,debit,Arts,Barclaycard Arrival Plus
2/22/2014,54.5,debit,Restaurants,Barclaycard Arrival Plus
2/22/2014,6.88,debit,Pharmacy,Visa Signature
2/22/2014,6.46,debit,Restaurants,Visa Signature
2/21/2014,37,debit,Restaurants,Barclaycard Arrival Plus
2/21/2014,25,debit,Uncategorized,Barclaycard Arrival Plus
2/21/2014,81.31,debit,Uncategorized,Barclaycard Arrival Plus
2/21/2014,25,debit,Uncategorized,Barclaycard Arrival Plus
2/21/2014,4.98,debit,Uncategorized,Visa Signature
2/21/2014,750,debit,Student Loan,Income Fund
2/20/2014,7.15,debit,Fast Food,Visa Signature
2/20/2014,6.28,debit,Uncategorized,Visa Signature
2/20/2014,54.12,debit,Utilities,Income Fund
2/19/2014,351.44,credit,Income,Emergency Savings
2/18/2014,69.99,debit,Shopping,Visa Signature
2/18/2014,21.35,debit,Uncategorized,Visa Signature
2/18/2014,162.26,debit,Credit Card Payment,Income Fund
2/18/2014,626.4,debit,Credit Card Payment,Income Fund
2/17/2014,43.57,debit,Shopping,Visa Signature
2/17/2014,626.4,credit,Credit Card Payment,Visa Signature
2/17/2014,3.23,debit,Shopping,Visa Signature
2/16/2014,18.52,debit,Uncategorized,Barclaycard Arrival Plus
2/16/2014,162.26,credit,Credit Card Payment,Barclaycard Arrival Plus
2/16/2014,162.26,credit,Credit Card Payment,Barclaycard Arrival Plus
2/15/2014,5,debit,Amusement,Barclaycard Arrival Plus
2/15/2014,31.77,debit,Gas & Fuel,Barclaycard Arrival Plus
2/15/2014,7.23,debit,Fast Food,Barclaycard Arrival Plus
2/15/2014,31,debit,Shopping,Barclaycard Arrival Plus
2/15/2014,17.36,debit,Uncategorized,Visa Signature
2/15/2014,6.51,debit,Fast Food,Visa Signature
2/15/2014,2.38,debit,Gas & Fuel,Visa Signature
2/14/2014,14.35,debit,Fast Food,Barclaycard Arrival Plus
2/14/2014,9.99,debit,Music,Visa Signature
2/14/2014,18.95,debit,Groceries,Visa Signature
2/14/2014,7.58,debit,Fast Food,Visa Signature
2/14/2014,2.38,debit,Groceries,Visa Signature
2/14/2014,2015.49,credit,Paycheck,Income Fund
2/13/2014,0,credit,Interest Income,BankAmericard Platinum Plus Visa
2/13/2014,0,credit,Interest Income,BankAmericard Platinum Plus Visa
2/13/2014,0,credit,Interest Income,BankAmericard Platinum Plus Visa
2/13/2014,0,credit,Interest Income,BankAmericard Platinum Plus Visa
2/13/2014,52.99,debit,Shopping,Visa Signature
2/13/2014,36.1,debit,Gas & Fuel,Visa Signature
2/13/2014,90,debit,Gift,Visa Signature
2/12/2014,5.63,debit,Fast Food,Visa Signature
2/12/2014,6.93,debit,Fast Food,Visa Signature
2/12/2014,7.87,debit,Fast Food,Visa Signature
2/12/2014,500,debit,Student Loan,Income Fund
2/12/2014,9.99,debit,Credit Card Payment,Income Fund
2/11/2014,9.99,credit,Credit Card Payment,BankAmericard Platinum Plus Visa
2/11/2014,2.71,debit,Gas & Fuel,Visa Signature
2/11/2014,202,debit,Uncategorized,Income Fund
2/11/2014,15.99,debit,Music,Income Fund
2/11/2014,114,debit,Uncategorized,Income Fund
2/11/2014,500,credit,Interest Income,Income Fund
2/11/2014,177.62,debit,Uncategorized,Income Fund
2/10/2014,531.92,credit,Transfer,Income Fund
2/10/2014,13.58,debit,Coffee Shops,Visa Signature
2/10/2014,7.99,debit,Movies & DVDs,Visa Signature
2/10/2014,4.44,debit,Coffee Shops,Visa Signature
2/9/2014,25.41,debit,Groceries,Barclaycard Arrival Plus
2/9/2014,202,debit,Uncategorized,Income Fund
2/9/2014,102,debit,Uncategorized,Income Fund
2/9/2014,10.42,debit,Fast Food,Barclaycard Arrival Plus
2/8/2014,7.87,debit,Fast Food,Visa Signature
2/8/2014,2.92,debit,Uncategorized,Visa Signature
2/8/2014,531.92,debit,Transfer,PayPal Account
2/7/2014,35,debit,Alcohol & Bars,Barclaycard Arrival Plus
2/7/2014,46.32,debit,Alcohol & Bars,Barclaycard Arrival Plus
2/7/2014,102.5,debit,Uncategorized,Income Fund
2/7/2014,15.99,debit,Music,Income Fund
2/7/2014,10.87,debit,Uncategorized,Visa Signature
2/7/2014,29.81,debit,Groceries,Visa Signature
2/7/2014,4.55,debit,Fast Food,Visa Signature
2/7/2014,3.26,debit,Gas & Fuel,Visa Signature
2/7/2014,19.35,debit,Hair,Visa Signature
2/7/2014,109,debit,Uncategorized,Income Fund
2/7/2014,750,debit,Student Loan,Income Fund
2/6/2014,13.4,debit,Uncategorized,Barclaycard Arrival Plus
2/6/2014,32.56,debit,Service & Parts,Barclaycard Arrival Plus
2/6/2014,1.99,debit,Music,Income Fund
2/6/2014,7.27,debit,Restaurants,Visa Signature
2/5/2014,2.69,debit,Groceries,Visa Signature
2/5/2014,1.24,credit,Interest Income,Income Fund
2/5/2014,0.6,credit,Interest Income,Emergency Savings
2/4/2014,3.79,debit,Gas & Fuel,Visa Signature
2/3/2014,53.01,debit,Home Improvement,Visa Signature
2/3/2014,8,debit,Restaurants,Visa Signature
2/3/2014,23.65,debit,Shopping,Visa Signature
2/3/2014,532.29,credit,Income,Income Fund
2/3/2014,98.77,debit,Utilities,Income Fund
2/3/2014,1021.84,debit,Bills & Utilities,Income Fund
2/2/2014,2.29,debit,Uncategorized,Barclaycard Arrival Plus
2/1/2014,8.44,debit,Fast Food,Barclaycard Arrival Plus
2/1/2014,2.16,debit,Gas & Fuel,Barclaycard Arrival Plus
2/1/2014,47.27,debit,Shopping,Visa Signature
2/1/2014,50,credit,Income,PayPal Account
1/31/2014,8.99,debit,Alcohol & Bars,Visa Signature
1/31/2014,116.63,debit,Utilities,Income Fund
1/31/2014,1970.49,credit,Paycheck,Income Fund
1/31/2014,440.22,credit,Income,PayPal Account
1/30/2014,29.51,debit,Groceries,Barclaycard Arrival Plus
1/30/2014,21.45,debit,Alcohol & Bars,Barclaycard Arrival Plus
1/30/2014,28.34,debit,Business Services,Visa Signature
1/30/2014,606.14,debit,Credit Card Payment,Income Fund
1/30/2014,1068,credit,Interest Income,Income Fund
1/29/2014,2.91,debit,Restaurants,Barclaycard Arrival Plus
1/29/2014,3.8,debit,Uncategorized,Barclaycard Arrival Plus
1/29/2014,6.98,debit,Music,Income Fund
1/29/2014,71.37,debit,Shopping,Visa Signature
1/29/2014,606.14,credit,Credit Card Payment,Visa Signature
1/29/2014,2136.02,debit,Credit Card Payment,Income Fund
1/28/2014,2136.02,credit,Credit Card Payment,Barclaycard Arrival Plus
1/28/2014,15.57,debit,Restaurants,Barclaycard Arrival Plus
1/28/2014,50.67,debit,Student Loan,Income Fund
1/27/2014,20.21,debit,Shopping,Barclaycard Arrival Plus
1/27/2014,525,credit,Credit Card Payment,Barclaycard Arrival Plus
1/27/2014,16.39,debit,Furnishings,Visa Signature
1/27/2014,60.13,debit,Clothing,Visa Signature
1/27/2014,119,debit,Uncategorized,Income Fund
1/27/2014,65,debit,Uncategorized,Income Fund
1/27/2014,1.99,debit,Music,Income Fund
1/27/2014,43.65,debit,Financial,Income Fund
1/26/2014,17.66,debit,Groceries,Barclaycard Arrival Plus
1/26/2014,31.01,debit,Gas & Fuel,Barclaycard Arrival Plus
1/26/2014,5.82,debit,Fast Food,Barclaycard Arrival Plus
1/26/2014,39.41,debit,Uncategorized,Barclaycard Arrival Plus
1/26/2014,8,debit,Alcohol & Bars,Barclaycard Arrival Plus
1/25/2014,1,debit,Parking,Barclaycard Arrival Plus
1/25/2014,21.82,debit,Restaurants,Barclaycard Arrival Plus
1/25/2014,10,debit,Restaurants,Barclaycard Arrival Plus
1/25/2014,18,debit,Uncategorized,Barclaycard Arrival Plus
1/25/2014,6.05,debit,Shopping,Barclaycard Arrival Plus
1/25/2014,4.98,debit,Gas & Fuel,Visa Signature
1/24/2014,38.73,debit,Uncategorized,Barclaycard Arrival Plus
1/24/2014,16.52,debit,Restaurants,Barclaycard Arrival Plus
1/24/2014,5.2,debit,Uncategorized,Visa Signature
1/24/2014,8.96,debit,Alcohol & Bars,Visa Signature
1/23/2014,14.33,debit,Groceries,Barclaycard Arrival Plus
1/23/2014,4.34,debit,Uncategorized,Barclaycard Arrival Plus
1/22/2014,41.18,debit,Home Improvement,Visa Signature
1/22/2014,750,debit,Student Loan,Income Fund
1/22/2014,225.3,credit,Income,Emergency Savings
1/22/2014,49,debit,Uncategorized,PayPal Account
1/21/2014,23.33,debit,Restaurants,Barclaycard Arrival Plus
1/21/2014,2.17,debit,Uncategorized,Barclaycard Arrival Plus
1/21/2014,1070.24,debit,Uncategorized,Barclaycard Arrival Plus
1/21/2014,1070.24,debit,Uncategorized,Barclaycard Arrival Plus
1/21/2014,134.37,debit,Shopping,Visa Signature
1/21/2014,30.44,debit,Utilities,Income Fund
1/20/2014,47.58,debit,Shopping,Visa Signature
1/20/2014,43.64,debit,Shopping,Visa Signature
1/20/2014,18,debit,Amusement,Visa Signature
1/20/2014,6.49,debit,Uncategorized,Visa Signature
1/20/2014,6.3,debit,Fast Food,Barclaycard Arrival Plus
1/19/2014,34.11,debit,Groceries,Barclaycard Arrival Plus
1/19/2014,3.86,debit,Uncategorized,Barclaycard Arrival Plus
1/19/2014,90.7,credit,Income,PayPal Account
1/19/2014,12,debit,Alcohol & Bars,Barclaycard Arrival Plus
1/19/2014,30.51,debit,Uncategorized,Barclaycard Arrival Plus
1/19/2014,10,debit,Uncategorized,Barclaycard Arrival Plus
1/19/2014,17.35,debit,Groceries,Income Fund
1/18/2014,2.17,debit,Groceries,Visa Signature
1/18/2014,1.51,debit,Uncategorized,Visa Signature
1/18/2014,21.88,debit,Restaurants,Barclaycard Arrival Plus
1/18/2014,14.5,debit,Alcohol & Bars,Barclaycard Arrival Plus
1/18/2014,11.25,debit,Uncategorized,Barclaycard Arrival Plus
1/18/2014,15,debit,Uncategorized,Barclaycard Arrival Plus
1/17/2014,40.59,debit,Restaurants,Barclaycard Arrival Plus
1/17/2014,11.5,debit,Restaurants,Visa Signature
1/17/2014,11.5,debit,Restaurants,Visa Signature
1/17/2014,8.02,debit,Uncategorized,Visa Signature
1/17/2014,9.75,debit,Alcohol & Bars,Visa Signature
1/16/2014,2015.49,credit,Paycheck,Income Fund
1/15/2014,8.73,debit,Restaurants,Visa Signature
1/14/2014,9.99,debit,Music,BankAmericard Platinum Plus Visa
1/14/2014,0,credit,Interest Income,BankAmericard Platinum Plus Visa
1/14/2014,0,credit,Interest Income,BankAmericard Platinum Plus Visa
1/14/2014,0,credit,Interest Income,BankAmericard Platinum Plus Visa
1/14/2014,0,credit,Interest Income,BankAmericard Platinum Plus Visa
1/14/2014,214.54,debit,Student Loan,Income Fund
1/13/2014,2.5,debit,Service & Parts,Visa Signature
1/13/2014,29.81,debit,Gas & Fuel,Visa Signature
1/13/2014,7.45,debit,Pharmacy,Visa Signature
1/13/2014,5.41,debit,Coffee Shops,Visa Signature
1/13/2014,31.27,debit,Service & Parts,Visa Signature
1/13/2014,30.87,debit,Alcohol & Bars,Visa Signature
1/13/2014,3.58,debit,Fast Food,Visa Signature
1/13/2014,260.48,credit,Income,Income Fund
1/13/2014,1.99,debit,Music,Income Fund
1/13/2014,2153.04,debit,Credit Card Payment,Income Fund
1/13/2014,83.66,debit,Uncategorized,Income Fund
1/13/2014,381.27,credit,Interest Income,Income Fund
1/13/2014,100,debit,Uncategorized,Income Fund
1/11/2014,3.49,debit,Fast Food,Visa Signature
1/11/2014,5.43,debit,Fast Food,Visa Signature
1/11/2014,2.7,debit,Uncategorized,Visa Signature
1/11/2014,6.48,debit,Fast Food,Visa Signature
1/11/2014,3.24,debit,Uncategorized,Visa Signature
1/11/2014,14,debit,Hair,Visa Signature
1/10/2014,2153.04,credit,Credit Card Payment,Barclaycard Arrival Plus
1/10/2014,7.99,debit,Movies & DVDs,Visa Signature
1/10/2014,7.43,debit,Fast Food,Visa Signature
1/10/2014,6.46,debit,Restaurants,Visa Signature
1/10/2014,1487.47,credit,Transfer,Income Fund
1/9/2014,12.31,debit,Uncategorized,Visa Signature
1/9/2014,2.16,debit,Gas & Fuel,Visa Signature
1/9/2014,1000,debit,Student Loan,Income Fund
1/8/2014,6.92,debit,Uncategorized,Visa Signature
1/8/2014,1487.47,debit,Transfer,PayPal Account
1/8/2014,0.99,debit,Music,Income Fund
1/8/2014,1000,credit,Interest Income,Income Fund
1/7/2014,7.07,debit,Gas & Fuel,Visa Signature
1/7/2014,9.25,debit,Movies & DVDs,Visa Signature
1/7/2014,12,debit,Movies & DVDs,Visa Signature
1/6/2014,19.8,debit,Shopping,Visa Signature
1/6/2014,106.82,debit,Shopping,Visa Signature
1/6/2014,9.75,debit,Pharmacy,Visa Signature
1/6/2014,195.58,debit,Credit Card Payment,Income Fund
1/6/2014,750,debit,Student Loan,Income Fund
1/6/2014,195.58,debit,Credit Card Payment,Income Fund
1/5/2014,15.36,debit,Restaurants,Barclaycard Arrival Plus
1/5/2014,1.48,credit,Interest Income,Income Fund
1/5/2014,2.5,credit,Income,Income Fund
1/5/2014,0.44,credit,Interest Income,Emergency Savings
1/4/2014,7,debit,Uncategorized,Barclaycard Arrival Plus
1/4/2014,15,debit,Restaurants,Barclaycard Arrival Plus
1/4/2014,22.55,debit,Restaurants,Barclaycard Arrival Plus
1/4/2014,7.43,debit,Fast Food,Visa Signature
1/4/2014,195.58,credit,Credit Card Payment,Visa Signature
1/4/2014,4,debit,Uncategorized,Income Fund
1/3/2014,18.26,debit,Restaurants,Barclaycard Arrival Plus
1/3/2014,4.34,debit,Gas & Fuel,Barclaycard Arrival Plus
